canonical_name,proposed_category,proposed_subcategory,proposed_food_group,proposed_form,proposed_contains_tags,flags,source_count,variants_count,confidence
italian-style hoagie bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
kaiser bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
rhodes dinner roll,Bread & baked goods,Rolls,Grains,frozen,,,1,1,low
sesame bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
submarine bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat burger bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat dinner roll,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat hamburger bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat kaiser roll,Bread & baked goods,Rolls,Grains,,,,1,1,low
whole wheat sandwich bun,Bread & baked goods,Rolls,Grains,,,,1,1,low
taco,Bread & baked goods,Tortillas,Grains,,,,3,3,high
green taco,Bread & baked goods,Tortillas,Grains,,,,1,1,low
packets taco,Bread & baked goods,Tortillas,Grains,,,,1,1,low
paso taco,Bread & baked goods,Tortillas,Grains,,,,1,1,low
red taco,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco,Bread & baked goods,Tortillas,Grains,powdered,,,1,1,low
taco bell,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco bell taco,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco chips,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco flavor,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco meat,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco mix,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco shell,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco shells,Bread & baked goods,Tortillas,Grains,,,,1,1,low
taco spice,Bread & baked goods,Tortillas,Grains,,,,1,1,low
tacos,Bread & baked goods,Tortillas,Grains,,,,1,1,low
dumpling noodle,Bread & baked goods,Wrappers,Grains,,,,1,1,low
dumpling wrappers,Bread & baked goods,Wrappers,Grains,,,,1,1,low
dumplings,Bread & baked goods,Wrappers,Grains,,,,1,1,low
dumplings,Bread & baked goods,Wrappers,Grains,frozen,,,1,1,low
spring roll wrappers,Bread & baked goods,Wrappers,Grains,,,,1,1,low
wonton skins,Bread & baked goods,Wrappers,Grains,,,,1,1,low
wonton wrapper,Bread & baked goods,Wrappers,Grains,,,,1,1,low
wonton wrappers,Bread & baked goods,Wrappers,Grains,,,,1,1,low
kinako,Flours,Legume flours,Grains,,,,1,1,low
arrowroot,Flours,Starches,Grains,,,,2,2,high
tapioca,Flours,Starches,Grains,,,,2,2,high
arrowroot cookie,Flours,Starches,Grains,,,,1,1,low
arrowroot starch,Flours,Starches,Grains,,,,1,1,low
cooking tapioca,Flours,Starches,Grains,,,,1,1,low
cornflour,Flours,Starches,Grains,,,,1,1,low
cornflour mixed,Flours,Starches,Grains,,,,1,1,low
pearl tapioca,Flours,Starches,Grains,,,,1,1,low
quick-cooking tapioca,Flours,Starches,Grains,,,,1,1,low
tapioca powder,Flours,Starches,Grains,,,,1,1,low
tapioca pudding,Flours,Starches,Grains,,,,1,1,low
tapioca starch,Flours,Starches,Grains,,,,1,1,low
vanilla tapioca,Flours,Starches,Grains,,,,1,1,low
baking mix,Prepared mixes,Baking mixes,Grains,,,,4,4,high
all-purpose baking mix,Prepared mixes,Baking mixes,Grains,,,,1,1,low
baking,Prepared mixes,Baking mixes,Grains,,,,1,1,low
hemp protein powder,Prepared mixes,Baking mixes,Grains,,,,1,1,low
original,Prepared mixes,Baking mixes,Grains,,,,1,1,low
original baking mix,Prepared mixes,Baking mixes,Grains,,,,1,1,low
original bisquick,Prepared mixes,Baking mixes,Grains,,,,1,1,low
pancake mix,Prepared mixes,Baking mixes,Grains,,,,1,1,low
protein powder,Prepared mixes,Baking mixes,Grains,,,,1,1,low
reduced,Prepared mixes,Baking mixes,Grains,,,,1,1,low
vanilla protein powder,Prepared mixes,Baking mixes,Grains,,,,1,1,low
vanilla whey protein,Prepared mixes,Baking mixes,Grains,,,,1,1,low
vanilla whey protein powder,Prepared mixes,Baking mixes,Grains,,,,1,1,low
waffle mix,Prepared mixes,Baking mixes,Grains,,,,1,1,low
whey protein,Prepared mixes,Baking mixes,Grains,,,,1,1,low
whole wheat pancake mix,Prepared mixes,Baking mixes,Grains,,,,1,1,low
granola cereal,Prepared mixes,Cereals,Grains,,,,2,2,high
all-bran,Prepared mixes,Cereals,Grains,,,,1,1,low
all-bran cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
bran cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
bran flakes cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
cap'n crunch cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
cereal crumbs,Prepared mixes,Cereals,Grains,,,,1,1,low
cereal flakes,Prepared mixes,Cereals,Grains,,,,1,1,low
cereal nuggets,Prepared mixes,Cereals,Grains,,,,1,1,low
cereal squares,Prepared mixes,Cereals,Grains,,,,1,1,low
cereals,Prepared mixes,Cereals,Grains,,,,1,1,low
cheerios,Prepared mixes,Cereals,Grains,,,,1,1,low
cocoa krispies cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
cornflake cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
cornflakes,Prepared mixes,Cereals,Grains,,,,1,1,low
cornflakes cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
crispy wheat cereal squares,Prepared mixes,Cereals,Grains,,,,1,1,low
crunchy cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
frosted flakes,Prepared mixes,Cereals,Grains,,,,1,1,low
golden grahams cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
grain cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
multi-grain cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
multi-grain hot cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
natural cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
pebbles cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
puffed wheat,Prepared mixes,Cereals,Grains,,,,1,1,low
puffed wheat cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
shreddies cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
wheat cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
wheaties cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
whole grain cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
whole wheat cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
whole wheat cereal squares,Prepared mixes,Cereals,Grains,,,,1,1,low
whole wheat flake cereal,Prepared mixes,Cereals,Grains,,,,1,1,low
dressing mix,Prepared mixes,Stuffing mixes,Grains,,,,3,3,high
salad dressing mix,Prepared mixes,Stuffing mixes,Grains,,,,2,2,high
stuffing,Prepared mixes,Stuffing mixes,Grains,,,,5,5,high
stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,4,4,high
herb dressing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb flavored stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb season stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb seasoned dressing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb seasoned stuffing,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb seasoned stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb stuffing,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb stuffing crumbs,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb stuffing cubes,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herb stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herbal stuffing,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herbal stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
herbed stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
jumbo stuffing shells,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
poultry stuffing,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
seasoned stuffing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
seasons asian sesame dressing mix,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
stuffing crumbs,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
stuffing cubes,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
stuffing mix for,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
stuffing shells,Prepared mixes,Stuffing mixes,Grains,,,,1,1,low
chinese noodle,Refined grains,Noodles,Grains,,,,2,2,high
ramen noodle,Refined grains,Noodles,Grains,,,,2,2,high
wide noodle,Refined grains,Noodles,Grains,,,,3,3,high
fried chinese noodle,Refined grains,Noodles,Grains,,,,1,1,low
kluski noodle,Refined grains,Noodles,Grains,,,,1,1,low
mein noodle,Refined grains,Noodles,Grains,,,,1,1,low
ramen,Refined grains,Noodles,Grains,,,,1,1,low
ramen oriental,Refined grains,Noodles,Grains,,,,1,1,low
ramen oriental noodle,Refined grains,Noodles,Grains,,,,1,1,low
cheese ravioli,Refined grains,Pasta,Grains,,,cheese-not-dairy,2,2,high
cheese tortellini,Refined grains,Pasta,Grains,,,cheese-not-dairy,3,3,high
fettuccine,Refined grains,Pasta,Grains,,,,3,3,high
fettucine,Refined grains,Pasta,Grains,,,,2,2,high
lasagna noodle,Refined grains,Pasta,Grains,,,,3,3,high
linguine,Refined grains,Pasta,Grains,,,,3,3,high
linguini,Refined grains,Pasta,Grains,,,,2,2,high
macaroni,Refined grains,Pasta,Grains,,,,2,2,high
ravioli,Refined grains,Pasta,Grains,,,,2,2,high
shell macaroni,Refined grains,Pasta,Grains,,,,2,2,high
shells,Refined grains,Pasta,Grains,,,,3,3,high
spaghetti,Refined grains,Pasta,Grains,,,,5,5,high
spaghetti noodle,Refined grains,Pasta,Grains,,,,2,2,high
tortellini,Refined grains,Pasta,Grains,,,,2,2,high
alphabet macaroni,Refined grains,Pasta,Grains,,,,1,1,low
angel hair,Refined grains,Pasta,Grains,,,,1,1,low
barilla spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
boil lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
broken spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
bucatini,Refined grains,Pasta,Grains,,,,1,1,low
burrito shells,Refined grains,Pasta,Grains,,,,1,1,low
cannelloni,Refined grains,Pasta,Grains,,,,1,1,low
cannelloni tubes,Refined grains,Pasta,Grains,,,,1,1,low
cannoli shells,Refined grains,Pasta,Grains,,,,1,1,low
capellini,Refined grains,Pasta,Grains,,,,1,1,low
cavatappi,Refined grains,Pasta,Grains,,,,1,1,low
cheese ravioli,Refined grains,Pasta,Grains,frozen,,cheese-not-dairy,1,1,low
cheese tortellini,Refined grains,Pasta,Grains,frozen,,cheese-not-dairy,1,1,low
cooked lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
cooked shell macaroni,Refined grains,Pasta,Grains,,,,1,1,low
corkscrew macaroni,Refined grains,Pasta,Grains,,,,1,1,low
curly lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
curly macaroni,Refined grains,Pasta,Grains,,,,1,1,low
ditalini,Refined grains,Pasta,Grains,,,,1,1,low
dry fettuccine,Refined grains,Pasta,Grains,,,,1,1,low
elbow macaroni,Refined grains,Pasta,Grains,,,,1,1,low
elbow macaroni noodle,Refined grains,Pasta,Grains,,,,1,1,low
elbow noodle,Refined grains,Pasta,Grains,,,,1,1,low
elbow spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
farfalle,Refined grains,Pasta,Grains,,,,1,1,low
fettuccine,Refined grains,Pasta,Grains,dried,,,1,1,low
fettuccine noodle,Refined grains,Pasta,Grains,,,,1,1,low
fettuccini,Refined grains,Pasta,Grains,,,,1,1,low
fettuccini noodle,Refined grains,Pasta,Grains,,,,1,1,low
fettucine noodle,Refined grains,Pasta,Grains,,,,1,1,low
fettucini,Refined grains,Pasta,Grains,,,,1,1,low
fettucini noodle,Refined grains,Pasta,Grains,,,,1,1,low
fideos,Refined grains,Pasta,Grains,,,,1,1,low
fillo shells,Refined grains,Pasta,Grains,,,,1,1,low
fusilli,Refined grains,Pasta,Grains,,,,1,1,low
grain spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
hair spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
hot cooked fettuccine,Refined grains,Pasta,Grains,,,,1,1,low
hot cooked linguine,Refined grains,Pasta,Grains,,,,1,1,low
hot cooked penne,Refined grains,Pasta,Grains,,,,1,1,low
italian spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
jumbo macaroni,Refined grains,Pasta,Grains,,,,1,1,low
jumbo shell macaroni,Refined grains,Pasta,Grains,,,,1,1,low
jumbo shells,Refined grains,Pasta,Grains,,,,1,1,low
lasagna,Refined grains,Pasta,Grains,,,,1,1,low
lasagna strips,Refined grains,Pasta,Grains,,,,1,1,low
lasagne,Refined grains,Pasta,Grains,,,,1,1,low
lasagne noodle,Refined grains,Pasta,Grains,,,,1,1,low
linguine,Refined grains,Pasta,Grains,dried,,,1,1,low
linguine noodle,Refined grains,Pasta,Grains,,,,1,1,low
linguini noodle,Refined grains,Pasta,Grains,,,,1,1,low
long fusilli,Refined grains,Pasta,Grains,,,,1,1,low
long spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
macaron shells,Refined grains,Pasta,Grains,,,,1,1,low
macaroni cheese,Refined grains,Pasta,Grains,,,cheese-not-dairy,1,1,low
macaroni elbows,Refined grains,Pasta,Grains,,,,1,1,low
macaroni noodle,Refined grains,Pasta,Grains,,,,1,1,low
macaroni rings,Refined grains,Pasta,Grains,,,,1,1,low
macaroni shells,Refined grains,Pasta,Grains,,,,1,1,low
macaroni twists,Refined grains,Pasta,Grains,,,,1,1,low
macaroni your,Refined grains,Pasta,Grains,,,,1,1,low
manicotti,Refined grains,Pasta,Grains,,,,1,1,low
manicotti noodle,Refined grains,Pasta,Grains,,,,1,1,low
manicotti shells,Refined grains,Pasta,Grains,,,,1,1,low
mezzi rigatoni,Refined grains,Pasta,Grains,,,,1,1,low
mostaccioli,Refined grains,Pasta,Grains,,,,1,1,low
mostaccioli noodle,Refined grains,Pasta,Grains,,,,1,1,low
multi-grain spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
multigrain spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
no boil lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
no-boil lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
orecchiette,Refined grains,Pasta,Grains,,,,1,1,low
orzo,Refined grains,Pasta,Grains,,,,1,1,low
orzo macaroni,Refined grains,Pasta,Grains,,,,1,1,low
penne,Refined grains,Pasta,Grains,,,,1,1,low
penne noodle,Refined grains,Pasta,Grains,,,,1,1,low
penne rigate,Refined grains,Pasta,Grains,,,,1,1,low
perciatelli,Refined grains,Pasta,Grains,,,,1,1,low
ravioli,Refined grains,Pasta,Grains,frozen,,,1,1,low
refrigerated cheese ravioli,Refined grains,Pasta,Grains,,,cheese-not-dairy,1,1,low
refrigerated cheese tortellini,Refined grains,Pasta,Grains,,,cheese-not-dairy,1,1,low
rigatoni,Refined grains,Pasta,Grains,,,,1,1,low
rigatoni noodle,Refined grains,Pasta,Grains,,,,1,1,low
ring macaroni,Refined grains,Pasta,Grains,,,,1,1,low
rosamarina macaroni,Refined grains,Pasta,Grains,,,,1,1,low
rotelle macaroni,Refined grains,Pasta,Grains,,,,1,1,low
rotini,Refined grains,Pasta,Grains,,,,1,1,low
rotini macaroni,Refined grains,Pasta,Grains,,,,1,1,low
rotini noodle,Refined grains,Pasta,Grains,,,,1,1,low
salad macaroni,Refined grains,Pasta,Grains,,,,1,1,low
seashell macaroni,Refined grains,Pasta,Grains,,,,1,1,low
shell noodle,Refined grains,Pasta,Grains,,,,1,1,low
spaghetti mix,Refined grains,Pasta,Grains,,,,1,1,low
spaghettini,Refined grains,Pasta,Grains,,,,1,1,low
spiral macaroni,Refined grains,Pasta,Grains,,,,1,1,low
spring macaroni,Refined grains,Pasta,Grains,,,,1,1,low
tagliatelle,Refined grains,Pasta,Grains,,,,1,1,low
three cheese tortellini,Refined grains,Pasta,Grains,,,cheese-not-dairy,1,1,low
tortellini,Refined grains,Pasta,Grains,frozen,,,1,1,low
tortilla shells,Refined grains,Pasta,Grains,,,,1,1,low
tostada shells,Refined grains,Pasta,Grains,,,,1,1,low
tostado shells,Refined grains,Pasta,Grains,,,,1,1,low
twist macaroni,Refined grains,Pasta,Grains,,,,1,1,low
vegetable rotini,Refined grains,Pasta,Grains,,,,1,1,low
wagon wheel macaroni,Refined grains,Pasta,Grains,,,,1,1,low
weight fettuccine,Refined grains,Pasta,Grains,,,,1,1,low
weight lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
weight linguine,Refined grains,Pasta,Grains,,,,1,1,low
weight rotini,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat elbow macaroni,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat farfalle,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat fettuccine,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat fusilli,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat linguine,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat macaroni,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat orzo,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat penne,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat penne rigate,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat rigatoni,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat rotini,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat spaghetti noodle,Refined grains,Pasta,Grains,,,,1,1,low
whole wheat ziti,Refined grains,Pasta,Grains,,,,1,1,low
whole-wheat spaghetti,Refined grains,Pasta,Grains,,,,1,1,low
wide lasagna noodle,Refined grains,Pasta,Grains,,,,1,1,low
arborio,Refined grains,Rice,Grains,,,,1,1,low
basmati,Refined grains,Rice,Grains,,,,1,1,low
jasmine,Refined grains,Rice,Grains,,,,1,1,low
granola,Whole grains,Oats,Grains,,,,2,2,high
oatmeal,Whole grains,Oats,Grains,,,,5,6,high
oatmeal cookie,Whole grains,Oats,Grains,,,,2,2,high
blended oatmeal,Whole grains,Oats,Grains,,,,1,1,low
cook oatmeal,Whole grains,Oats,Grains,,,,1,1,low
cook oats,Whole grains,Oats,Grains,,,,1,1,low
cooking oatmeal,Whole grains,Oats,Grains,,,,1,1,low
cooking oats,Whole grains,Oats,Grains,,,,1,1,low
granola bars,Whole grains,Oats,Grains,,,,1,1,low
muesli,Whole grains,Oats,Grains,,,,1,1,low
oat,Whole grains,Oats,Grains,,,,1,1,low
oat flakes,Whole grains,Oats,Grains,,,,1,1,low
oatmeal flakes,Whole grains,Oats,Grains,,,,1,1,low
old-fashioned oatmeal,Whole grains,Oats,Grains,,,,1,1,low
pinhead oats,Whole grains,Oats,Grains,,,,1,1,low
porridge oats,Whole grains,Oats,Grains,,,,1,1,low
quick cooking,Whole grains,Oats,Grains,,,,1,1,low
quick cooking oats,Whole grains,Oats,Grains,,,,1,1,low
quick oats,Whole grains,Oats,Grains,,,,1,1,low
quick-cooking,Whole grains,Oats,Grains,,,,1,1,low
quick-cooking oatmeal,Whole grains,Oats,Grains,,,,1,1,low
quick-cooking oats,Whole grains,Oats,Grains,,,,1,1,low
grits,Whole grains,Wheat,Grains,,,,5,5,high
polenta,Whole grains,Wheat,Grains,,,,4,4,high
bulgar wheat,Whole grains,Wheat,Grains,,,,1,1,low
coarse-ground polenta,Whole grains,Wheat,Grains,,,,1,1,low
cooked grits,Whole grains,Wheat,Grains,,,,1,1,low
cooking grits,Whole grains,Wheat,Grains,,,,1,1,low
cooking polenta,Whole grains,Wheat,Grains,,,,1,1,low
cracked wheat,Whole grains,Wheat,Grains,,,,1,1,low
old-fashioned grits,Whole grains,Wheat,Grains,,,,1,1,low
quick grits,Whole grains,Wheat,Grains,,,,1,1,low
quick-cooking grits,Whole grains,Wheat,Grains,,,,1,1,low
quick-cooking polenta,Whole grains,Wheat,Grains,,,,1,1,low
recipe basic polenta,Whole grains,Wheat,Grains,,,,1,1,low
recipe polenta,Whole grains,Wheat,Grains,,,,1,1,low
soy grits,Whole grains,Wheat,Grains,,,,1,1,low
stone grits,Whole grains,Wheat,Grains,,,,1,1,low
stone-ground grits,Whole grains,Wheat,Grains,,,,1,1,low
stone-ground white grits,Whole grains,Wheat,Grains,,,,1,1,low
stone-ground yellow grits,Whole grains,Wheat,Grains,,,,1,1,low
white grits,Whole grains,Wheat,Grains,,,,1,1,low
whole grain,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat dinner,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat english,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat noodle,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat s,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat sandwich wraps,Whole grains,Wheat,Grains,,,,1,1,low
whole wheat wraps,Whole grains,Wheat,Grains,,,,1,1,low
whole-grain,Whole grains,Wheat,Grains,,,,1,1,low
whole-wheat,Whole grains,Wheat,Grains,,,,1,1,low
yellow grits,Whole grains,Wheat,Grains,,,,1,1,low
yellow polenta,Whole grains,Wheat,Grains,,,,1,1,low
wheat germ,Whole grains,Whole grains,Grains,,,,2,2,high
bran,Whole grains,Whole grains,Grains,,,,1,1,low
bran buds,Whole grains,Whole grains,Grains,,,,1,1,low
bran flake,Whole grains,Whole grains,Grains,,,,1,1,low
bran flakes,Whole grains,Whole grains,Grains,,,,1,1,low
bran oil,Whole grains,Whole grains,Grains,,,oil-not-fats,1,1,low
cups wheat bran,Whole grains,Whole grains,Grains,,,,1,1,low
cups wheat germ,Whole grains,Whole grains,Grains,,,,1,1,low
golden hominy,Whole grains,Whole grains,Grains,,,,1,1,low
hominy,Whole grains,Whole grains,Grains,,,,1,1,low
hominy grits,Whole grains,Whole grains,Grains,,,,1,1,low
kasha,Whole grains,Whole grains,Grains,,,,1,1,low
kretschmer wheat germ,Whole grains,Whole grains,Grains,,,,1,1,low
natural bran,Whole grains,Whole grains,Grains,,,,1,1,low
oat bran,Whole grains,Whole grains,Grains,,,,1,1,low
plain wheat germ,Whole grains,Whole grains,Grains,,,,1,1,low
unprocessed bran,Whole grains,Whole grains,Grains,,,,1,1,low
unprocessed natural bran,Whole grains,Whole grains,Grains,,,,1,1,low
unprocessed oat bran,Whole grains,Whole grains,Grains,,,,1,1,low
unprocessed wheat bran,Whole grains,Whole grains,Grains,,,,1,1,low
untoasted wheat germ,Whole grains,Whole grains,Grains,,,,1,1,low
wheatgerm,Whole grains,Whole grains,Grains,,,,1,1,low
white hominy,Whole grains,Whole grains,Grains,,,,1,1,low
yellow hominy,Whole grains,Whole grains,Grains,,,,1,1,low
ancho chili powder,Dried spices,Chili powders,Herbs & spices,,,,2,2,high
cayenne,Dried spices,Chili powders,Herbs & spices,,,,3,3,high
cayenne chili,Dried spices,Chili powders,Herbs & spices,,,,2,2,high
red cayenne,Dried spices,Chili powders,Herbs & spices,,,,2,2,high
red chili powder,Dried spices,Chili powders,Herbs & spices,,,,2,2,high
ancho chili powder,Dried spices,Chili powders,Herbs & spices,dried,,,1,1,low
cayenne optional,Dried spices,Chili powders,Herbs & spices,,,,1,1,low
cayenne powder,Dried spices,Chili powders,Herbs & spices,,,,1,1,low
chipotle chili powder,Dried spices,Chili powders,Herbs & spices,,,,1,1,low
grains cayenne,Dried spices,Chili powders,Herbs & spices,,,,1,1,low
pasilla chili powder,Dried spices,Chili powders,Herbs & spices,,,,1,1,low
bay leaf,Dried spices,Dried herbs,Herbs & spices,dried,,,1,1,low
cardamon,Dried spices,Ground spices,Herbs & spices,,,,2,2,high
tumeric,Dried spices,Ground spices,Herbs & spices,,,,2,2,high
cardamon pods,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
cardamon powder,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
cardamon seed,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
cardamon seeds,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
fennel powder,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
green cardamon,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
tumeric powder,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
wasabi,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
wasabi powder,Dried spices,Ground spices,Herbs & spices,,,,1,1,low
caraway,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
comino,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
coriander,Dried spices,Seed spices,Herbs & spices,,,,7,7,high
coriander leaf,Dried spices,Seed spices,Herbs & spices,,,,4,4,high
coriander powder,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
coriander sprig,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
coriander sprigs,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
fenugreek,Dried spices,Seed spices,Herbs & spices,,,,2,2,high
comino powder,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
comino seed,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
cominos,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander,Dried spices,Seed spices,Herbs & spices,dried,,,1,1,low
coriander,Dried spices,Seed spices,Herbs & spices,powdered,,,1,1,low
coriander dressing,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander fresh,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander leaf fresh,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander root,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander roots,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
coriander stems,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
fenugreek leaf,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
fenugreek powder,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
green coriander,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
grnd coriander,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
sazon goya with coriander,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
stalks coriander,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
whole coriander,Dried spices,Seed spices,Herbs & spices,,,,1,1,low
anise,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
aniseed,Dried spices,Whole spices,Herbs & spices,,,,3,3,high
asafetida,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
black peppercorns,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
cracked black,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
peppercorn,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
peppercorns,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
szechuan peppercorns,Dried spices,Whole spices,Herbs & spices,,,,2,2,high
anise extract,Dried spices,Whole spices,Herbs & spices,,,,1,1,low
anise flavor,Dried spices,Whole spices,Herbs & spices,,,,1,1,low
anise flavored liqueur,Dried spices,Whole spices,Herbs & spices,,,,1,1,low
anise flavoring,Dried spices,Whole spices,Herbs & spices,,,,1,1,low
anise liqueur,Dried spices,Whole spices,Herbs & spices,,,,1,1,low
anise oil,Dried spices,Whole spices,Herbs & spices,,,oil-not-fats,1,1,low
